Timestamp,FPS
1733842248.4861114,0.9541473739190413
1733842248.586473,10.708031973693952
1733842248.6742027,12.05065851472177
1733842248.769314,11.021950328611108
1733842248.8506532,12.912225396512659
1733842248.9441235,11.181679796323696
1733842249.0258589,12.838749766599019
1733842249.112327,12.093151459059547
1733842249.2019925,11.651168088002445
1733842249.2821214,13.113633876620717
1733842249.373335,11.448086119178113
1733842249.4579391,12.374768395586239
1733842249.5434675,12.268100278747072
1733842249.6330087,11.679589211225405
1733842249.7122684,13.26153106780154
1733842249.801608,11.717929591354952
1733842249.8879635,12.171408838576564
1733842249.9749553,12.071989201044206
1733842250.0662317,11.520123048189296
1733842250.1485474,12.757446627308203
1733842250.2414825,11.24411964977937
1733842250.3260763,12.422635161150833
1733842250.412864,12.094197570378572
1733842250.505754,11.249729103412761
1733842250.5849917,13.310644887959404
1733842250.677293,11.300771651506661
1733842250.7634323,12.186721678240405
1733842250.8529687,11.677378042329515
1733842250.9443324,11.420965783153527
1733842251.0265195,12.771664428590134
1733842251.1186042,11.353385738106066
1733842251.2052603,12.096429879534751
1733842251.296011,11.541997000509088
1733842251.3875732,11.427157829923688
1733842251.4692607,12.861741698276946
1733842251.5634248,11.154084880848224
1733842251.6493664,12.197992159417424
1733842251.7384899,11.762358134200069
1733842251.8317723,11.222368192216619
1733842251.9141717,12.760085791210964
1733842252.006848,11.272283587304146
1733842252.0936005,12.085624796498477
1733842252.1833303,11.661436916310093
1733842252.2764611,11.248974819034439
1733842252.358331,12.841933804843697
1733842252.4525177,11.088943057619197
1733842252.5405138,11.919293419571915
1733842252.6302044,11.667535502176724
1733842252.7221851,11.371053359287314
1733842252.8044176,12.784861675018593
1733842252.8986237,11.101828201470079
1733842252.985512,12.062545835214674
1733842253.0746572,11.755501058030521
